day,h1,h10,h11,h12,h13,h14,h15,h16,h17,h18,h19,h2,h20,h21,h22,h23,h24,h3,h4,h5,h6,h7,h8,h9,month,year,"zone_id"
6,1105627,1330766,1427657,1508240,1577221,1665476,1726323,1762273,1777476,1770044,1776583,1044810,1747793,1731920,1606165,1435154,1285323,1008901,991934,992500,1054807,1182216,1237874,1265446,9,2018,
7,1162507,1393939,1483852,1585771,1688114,1734462,1770840,1797614,1812256,1805307,1770294,1090365,1717661,1688071,1579412,1453461,1304132,1063123,1031337,1030825,1092494,1228181,1278010,1312835,9,2018,
8,1165833,1298084,1402858,1519108,1633187,1718193,1733285,1721498,1731642,1711530,1689953,1077157,1622538,1563993,1462377,1323252,1187445,1029335,993255,976909,980086,1015705,1070281,1190693,9,2018,
9,1082131,1219079,1333467,1434667,1529042,1582606,1606280,1641388,1643429,1653773,1634612,997657,1631859,1623077,1490605,1341116,1197584,942128,909245,893744,882758,909309,960868,1074464,9,2018,
10,1102693,1350522,1445492,1533685,1595234,1670878,1720584,1710933,1712252,1709754,1719944,1036290,1743458,1685881,1559212,1401092,1264485,1008218,981428,975669,1035156,1187237,1247239,1294457,9,2018,
11,1170191,1387204,1415266,1409278,1435595,1450775,1420055,1407215,1436624,1463397,1473739,1110824,1480346,1488775,1394692,1266808,1127788,1075838,1061296,1076932,1141068,1286503,1341690,1356231,9,2018,
12,1063946,1184993,1227619,1254303,1298747,1354575,1382099,1420615,1461551,1484784,1438388,995092,1397130,1377768,1269815,1124156,1001671,960061,933204,926683,978730,1112277,1143964,1143810,9,2018,
13,924443,1115961,1149721,1204514,1247346,1309904,1342253,1357213,1379322,1398078,1379242,881507,1393369,1396080,1300590,1164722,1048074,851925,845610,860191,927081,1062590,1087204,1090435,9,2018,
14,948854,1178061,1229427,1248059,1265290,1264937,1258853,1237660,1235596,1246267,1259358,905151,1275460,1250884,1195300,1114331,1011503,873033,867376,877374,953011,1086206,1142004,1143347,9,2018,
15,938716,1086042,1114966,1108107,1111399,1106631,1113397,1111437,1122170,1118471,1087672,885038,1094128,1093488,1031157,959705,869012,857069,844669,832836,852415,889297,945809,1038298,9,2018,
16,796600,990687,1003150,993811,1001211,1002215,1004866,1019579,1030663,1049721,1055243,761824,1112104,1131767,1054219,953574,861658,742172,729340,731062,746562,770363,836607,940306,9,2018,
17,801379,1079593,1089363,1085399,1098829,1108027,1090502,1088080,1113199,1160350,1174973,780684,1220774,1229011,1132890,1034003,928814,772196,775141,805079,887758,1041956,1091706,1076005,9,2018,
18,871267,1088714,1081403,1084190,1084191,1098171,1101711,1096382,1112887,1137763,1160168,835803,1199457,1210368,1120253,1001674,909767,824271,824006,842913,926842,1073841,1122713,1089491,9,2018,
19,847667,1074593,1086848,1100957,1118623,1135353,1149379,1162720,1205617,1253811,1256808,816572,1264950,1261787,1192129,1062251,956049,801571,806620,835782,915646,1070522,1097819,1066342,9,2018,
20,883560,1095250,1111218,1113123,1142246,1167356,1212010,1237713,1235320,1246699,1276023,847936,1291140,1292599,1224861,1105367,999042,831552,826484,833223,908171,1060960,1100179,1081074,9,2018,
21,912319,1073155,1114432,1151582,1193440,1246896,1297217,1324987,1346291,1349475,1338641,863839,1336527,1321497,1251703,1163373,1060563,842581,827767,816505,859008,1001180,1047746,1048693,9,2018,
22,959327,1181183,1268791,1325974,1383792,1430170,1477939,1497673,1534603,1553046,1496569,886740,1472299,1409031,1330961,1209787,1085153,849741,857943,851245,881768,930311,997797,1093889,9,2018,
23,989575,1168647,1238458,1277553,1333836,1384193,1410421,1439281,1436337,1444571,1379461,938626,1340694,1308786,1211577,1073479,957527,885025,863480,845426,849966,882240,936661,1058020,9,2018,
24,874762,1131696,1176030,1222380,1256343,1259962,1311086,1343364,1396481,1412545,1427666,810982,1444935,1409437,1277690,1127111,1019996,793155,789087,810399,854632,988036,1051603,1096345,9,2018,
25,956326,1200614,1254762,1329958,1409422,1484572,1558351,1603896,1759413,1771368,1744912,902649,1754775,1686104,1556383,1407078,1264608,881477,885881,914153,984292,1128977,1157787,1152350,9,2018,
26,1169775,1391298,1479669,1599650,1699249,1770074,1825615,1820980,1824675,1768482,1741763,1115145,1752491,1703827,1596203,1432168,1290369,1090345,1074644,1066136,1134255,1300973,1338263,1359458,9,2018,
27,1183701,1428678,1481914,1522212,1582177,1612050,1661787,1654168,1680310,1624010,1597878,1131698,1603572,1554077,1438697,1329657,1194469,1091697,1072853,1095557,1163988,1329406,1374509,1369261,9,2018,
28,1085369,1261934,1335162,1404104,1429500,1442096,1429787,1432200,1434015,1404667,1400338,1056230,1414278,1379361,1311415,1217677,1129320,1013721,1002198,1014228,1067015,1237401,1241341,1247155,9,2018,
29,1038705,1191900,1214418,1218798,1239164,1248243,1267909,1315665,1343276,1329877,1298036,990334,1296053,1216764,1134753,1052041,939333,954822,915187,906040,923179,964288,1017401,1116583,9,2018,
30,871671,1190209,1237524,1235468,1271652,1262651,1256941,1299051,1337048,1352465,1340562,830596,1354958,1296360,1193600,1068171,928937,807088,805657,840871,858479,897607,989599,1106556,9,2018,
1,737357,1011829,1055984,1068095,1085277,1097286,1105526,1127900,1124445,1163402,1142877,706104,1225391,1176902,1099331,992122,895729,697050,689932,688558,786030,951544,1014783,1005588,10,2018,
2,813889,1036114,1055516,1091890,1106944,1128968,1145648,1170842,1187536,1189804,1189712,768153,1207356,1228146,1141153,1029476,915038,751572,750516,773577,833338,979688,1062643,1038159,10,2018,
3,841450,1074301,1120737,1173847,1209798,1275662,1318482,1350038,1366379,1387577,1362492,814622,1405879,1354617,1255251,1127597,979024,789079,778669,796601,867575,1025243,1074288,1058047,10,2018,
4,912233,1133290,1152933,1262158,1296985,1375591,1393341,1437504,1438377,1480977,1442143,863778,1459646,1416830,1315403,1174485,1044367,819700,814748,822875,878000,1029828,1090919,1094063,10,2018,
5,939037,1154076,1190503,1243312,1280152,1307317,1342964,1334489,1353662,1329398,1307338,891703,1333491,1274218,1201571,1120017,986868,854017,836577,836810,903076,1065960,1122099,1110479,10,2018,
6,886365,1063510,1094570,1174646,1222148,1283861,1312477,1366166,1388594,1397345,1325327,837738,1320052,1272394,1166808,1046441,960698,791832,773721,771580,796100,834396,889274,998981,10,2018,
7,897129,1094516,1170429,1255296,1358199,1427808,1457089,1476389,1488655,1488912,1421598,849182,1434240,1377147,1256050,1125011,992169,810522,771084,743004,748066,792307,851854,990400,10,2018,
8,903538,1193462,1258088,1358868,1442084,1557375,1630776,1638330,1676077,1620715,1609860,855645,1640081,1569184,1460497,1303562,1140884,824598,815566,816608,877585,1034875,1094077,1123098,10,2018,
9,1035409,1223222,1310187,1408206,1500175,1590112,1570329,1610230,1582065,1558872,1542748,970882,1546740,1486354,1381486,1221968,1082658,940269,923419,935208,990700,1162685,1198530,1200100,10,2018,
10,1019546,1146313,1187752,1241753,1262704,1259542,1296232,1327345,1322503,1311852,1308528,950393,1345926,1312073,1227335,1097282,959245,909450,887291,889437,952606,1086200,1157847,1131805,10,2018,
11,903033,1084888,1073753,1073961,1079230,1069729,1067479,1067790,1062340,1093116,1136895,860167,1192507,1163733,1140677,1019335,925939,847396,829294,833889,895290,1051656,1113862,1084820,10,2018,
12,873325,1085906,1081899,1082032,1051009,1053139,1034549,1035392,1039252,1069895,1100559,840421,1145009,1127250,1085487,1012985,933619,828323,831316,841444,891519,1043372,1105189,1097641,10,2018,
13,842840,1046872,1038206,1025274,993578,979006,961742,967268,981354,990971,1011315,815746,1061485,1054868,1005252,958511,877281,782874,792095,796293,822820,887392,967216,1021728,10,2018,
14,827918,1084320,1055731,1045724,1033062,1015514,1006506,975189,1013802,1011691,1071097,798732,1143388,1150232,1056777,977972,884703,780560,775613,781991,812151,877785,941920,1039984,10,2018,
15,835247,1124038,1111010,1110643,1099532,1106320,1100859,1101493,1117135,1122140,1174224,802918,1224703,1208071,1122102,994047,906184,810953,814463,850129,936397,1067996,1164252,1130756,10,2018,
16,852361,1094193,1091074,1083718,1077703,1096266,1115783,1116899,1121757,1132898,1207054,830696,1238233,1214230,1141793,1026467,926802,811611,808305,835964,917505,1088536,1147600,1112488,10,2018,
17,856066,1054278,1082626,1094932,1121801,1150479,1178849,1179159,1217675,1221060,1229418,823870,1293524,1229631,1183637,1087782,952628,821485,808751,835858,900685,1053575,1105017,1061159,10,2018,
18,876230,1085473,1110128,1148317,1149427,1128449,1141254,1132324,1167515,1180542,1234787,859039,1313797,1286801,1224644,1114629,1015846,830474,824145,827642,903676,1044879,1094428,1078499,10,2018,
19,930213,1202582,1222895,1230013,1220926,1231402,1203499,1217325,1239986,1249355,1286285,894419,1251913,1237529,1189481,1108866,995955,878291,875145,881038,964024,1107411,1168281,1178507,10,2018,
20,889263,1045171,1059173,1064665,1055620,1035972,1035144,1027630,1036246,1019006,1047727,848607,1071790,1035156,1010654,928314,839877,804048,788617,782485,795191,841259,905105,984110,10,2018,
21,794075,1024062,1016130,1002562,1019186,1013693,1031503,1040237,1061945,1070691,1101229,760946,1165943,1139687,1056177,967668,873674,739258,727659,740359,740226,794348,887561,975073,10,2018,
22,798183,1093775,1091321,1120945,1099534,1091741,1131950,1131626,1155424,1211331,1237862,786815,1298623,1255899,1183754,1074593,973940,762817,764482,794733,861736,1043827,1111369,1087277,10,2018,
23,904178,1136893,1128282,1122044,1114693,1135170,1136248,1159513,1169612,1207714,1305080,872274,1357009,1315235,1261414,1137129,1040250,845461,833308,854915,931391,1102435,1161252,1126342,10,2018,
24,953056,1091153,1102035,1099238,1091299,1084059,1102256,1122111,1080466,1172861,1241133,922882,1225854,1192739,1146745,1037337,925289,892401,865079,885282,949673,1120218,1205457,1136435,10,2018,
25,876197,1131800,1130945,1129094,1130890,1122910,1111301,1114340,1152231,1192636,1257896,852854,1258186,1235977,1154749,1079960,967544,830947,823604,843890,909625,1071761,1158157,1113866,10,2018,
26,913980,1131771,1159445,1146620,1128846,1125136,1114659,1113562,1130341,1155402,1193454,880191,1179614,1174202,1107310,1033531,932335,854158,850716,867970,926789,1056473,1151449,1148673,10,2018,
27,877474,1086769,1032770,1023603,1015587,1012562,1008848,1000829,1005884,1017423,1054022,843914,1086753,1043754,1002457,891531,816149,810493,806929,809580,823474,867951,931848,1009204,10,2018,
28,771259,1036370,1046099,1028615,1019751,1006040,994306,996135,997356,1035986,1114048,736676,1199515,1190154,1128872,1052612,979928,703918,708214,740065,772257,815019,899230,999534,10,2018,
29,936548,1279177,1229695,1181844,1128173,1101975,1080361,1097353,1096005,1139965,1282497,901178,1313389,1300323,1259509,1170839,1101400,916421,932001,979035,1074778,1266805,1348962,1326969,10,2018,
30,1051147,1236476,1183057,1171470,1135827,1116629,1085910,1078073,1093397,1135971,1234139,1048512,1270049,1266290,1205536,1121725,1038287,1050194,1070097,1114981,1190450,1317429,1373582,1315509,10,2018,
31,992700,1255144,1193988,1151338,1115327,1095043,1068746,1055518,1073500,1079278,1123339,984010,1105573,1132016,1123021,1043534,970562,982602,1003708,1054055,1154934,1325097,1365148,1308296,10,2018,
1,919007,1103110,1087080,1069290,1060285,1052777,1051287,1047021,1066392,1110196,1200922,895175,1233367,1220269,1155970,1065480,993825,889181,893576,925962,997670,1139467,1175132,1139773,11,2018,
2,934514,1228931,1189521,1149576,1117417,1111354,1089358,1079832,1100862,1140122,1222867,922268,1238270,1242230,1212008,1155985,1078925,921403,937639,986379,1071907,1245584,1299531,1276600,11,2018,
3,1022873,1251953,1220553,1161693,1108204,1081417,1055485,1036277,1043173,1064661,1142901,999201,1170969,1141317,1107044,1056109,996520,978248,972543,987266,1026863,1077642,1162961,1241294,11,2018,
4,945135,1205106,1151041,1103599,1077883,1064387,1052053,1047418,1082932,1196120,1248970,920574,1247112,1226410,1163453,1095642,1039877,909923,903199,926450,983869,1061980,1159190,1218438,11,2018,
5,1006561,1216244,1201079,1163016,1132486,1125888,1101718,1098850,1137975,1266160,1328589,1002825,1294115,1272465,1190735,1106987,1022206,1003999,1020657,1069888,1162480,1301764,1332287,1278792,11,2018,
6,956683,1212058,1207096,1201478,1182965,1170696,1155713,1169831,1204113,1308463,1362093,923536,1392438,1363815,1326239,1246541,1164476,911823,912682,966929,1062314,1211253,1230840,1228659,11,2018,
7,1113516,1240382,1207669,1166217,1144365,1120726,1111940,1125925,1185568,1310166,1379365,1095457,1394260,1392059,1343845,1279464,1241887,1087447,1101801,1136932,1213050,1325329,1354920,1292905,11,2018,
8,1203203,1400215,1363279,1303126,1264664,1227845,1221209,1239469,1300511,1427682,1487269,1215213,1485517,1491178,1421987,1330543,1243669,1235144,1251360,1307760,1394384,1515169,1531100,1460307,11,2018,
9,1172523,1337579,1329558,1298043,1270484,1256562,1248227,1285390,1326446,1413600,1437540,1157649,1401068,1368679,1307751,1243318,1160441,1146310,1151282,1171651,1244817,1326042,1371602,1360433,11,2018,
10,1092369,1315159,1300190,1279358,1261494,1225611,1210911,1227990,1264847,1344239,1353185,1066613,1329539,1300993,1259021,1201292,1131681,1050447,1051622,1070474,1097819,1157059,1235205,1303096,11,2018,
11,1087244,1322076,1234694,1150676,1114517,1080692,1074997,1086515,1163718,1279852,1310303,1075594,1314296,1283221,1213634,1126189,1050454,1081192,1100800,1125608,1175244,1247254,1338428,1368785,11,2018,
12,1000109,1281791,1230684,1169077,1139520,1111253,1114045,1119930,1172978,1292884,1306853,981943,1312944,1259529,1186861,1099263,1005455,978105,987828,1024746,1112595,1249342,1291204,1304765,11,2018,
13,949957,1159998,1151647,1133320,1115943,1089034,1078525,1082811,1123445,1244323,1258829,918885,1266506,1243497,1164897,1080091,993046,901205,903337,942774,1029336,1184293,1199174,1187818,11,2018,
14,933667,1159032,1143447,1101120,1075070,1065058,1055451,1055317,1099791,1216006,1245644,917363,1247880,1219489,1144378,1044252,943278,908795,930775,963869,1063515,1216635,1245700,1200941,11,2018,
15,888999,1171712,1186565,1192663,1201391,1194790,1196718,1220476,1294943,1402658,1445303,865935,1432278,1433523,1356293,1262504,1171855,851632,858232,878608,958291,1116647,1169906,1158959,11,2018,
16,1114962,1354281,1335991,1302969,1268941,1250678,1243361,1254823,1324166,1414940,1399802,1091113,1416683,1438083,1408196,1344235,1272022,1085296,1115473,1144792,1237648,1368831,1364920,1348934,11,2018,
17,1209916,1412480,1339857,1272985,1205263,1155144,1133579,1150076,1198036,1324134,1317884,1192882,1317647,1293551,1252371,1204542,1143221,1184928,1177403,1224502,1268812,1324486,1386664,1421988,11,2018,
18,1102307,1314200,1265425,1208314,1160155,1124940,1097258,1124296,1187384,1292660,1282984,1077548,1302721,1292156,1230501,1147663,1061668,1067808,1077430,1088914,1118074,1176084,1248932,1316778,11,2018,
19,1017061,1310529,1291932,1274198,1253457,1241726,1232276,1254105,1321771,1392665,1375695,999442,1360809,1376404,1330860,1232622,1137021,990797,999092,1032639,1131059,1287035,1327181,1322963,11,2018,
20,1074861,1272907,1241140,1210677,1168897,1145422,1120827,1115165,1154178,1241819,1277095,1046867,1294347,1256359,1191027,1095447,1006903,1041030,1048632,1077400,1160632,1304742,1350261,1302223,11,2018,
21,947654,1162652,1128077,1108616,1079814,1066693,1054913,1058025,1093878,1189644,1210451,922007,1208044,1171555,1114887,1034534,935244,914654,924019,956747,1038678,1168753,1211170,1189017,11,2018,
22,852627,1075568,1108323,1118462,1079307,1022010,966205,926222,917601,978809,984483,813295,1001057,999791,978113,933593,880144,786579,758792,756670,777400,821073,893617,995212,11,2018,
23,842559,1212961,1217494,1196240,1153457,1128355,1114736,1132263,1206046,1344053,1387967,840614,1406018,1395085,1363094,1321137,1259333,860928,896758,935660,1001511,1073698,1153724,1208437,11,2018,
24,1213045,1461260,1392997,1317134,1250958,1196874,1178439,1204549,1286189,1403963,1438521,1196001,1431737,1390222,1335924,1272978,1190633,1205536,1211597,1274840,1331030,1422821,1496816,1503604,11,2018,
25,1127102,1372995,1331002,1274437,1228298,1191719,1173656,1163075,1233371,1341659,1344782,1094806,1357847,1330715,1258851,1169593,1079993,1074290,1071807,1098800,1130026,1188367,1269483,1356744,11,2018,
26,1016948,1234848,1226534,1211905,1207356,1199581,1192030,1200390,1260922,1336135,1359135,986889,1349234,1299096,1204729,1087913,982926,976539,981025,995678,1084831,1239916,1287933,1251312,11,2018,
27,900813,1171176,1176847,1163346,1138930,1124075,1121781,1134461,1193167,1349116,1409653,881048,1439749,1417171,1350177,1259847,1181796,883161,888319,917927,1013937,1155765,1213267,1176499,11,2018,
28,1119414,1321831,1280095,1239908,1210181,1187922,1173139,1190514,1284214,1412141,1428354,1089126,1458387,1464418,1436121,1354928,1271797,1099761,1128147,1178263,1258004,1399577,1436992,1354161,11,2018,
29,1220145,1388742,1358753,1291616,1225684,1186883,1149998,1153064,1207988,1364775,1433063,1212503,1463980,1447499,1388426,1297122,1213743,1210001,1214812,1244635,1325409,1466594,1442006,1417140,11,2018,
30,1164662,1351873,1310702,1267295,1219076,1190580,1171790,1178622,1247263,1407322,1452886,1151899,1485423,1475440,1440667,1378600,1302063,1159014,1182344,1232182,1310668,1442504,1468632,1400582,11,2018,
1,1246418,1437919,1375347,1311873,1251495,1210239,1184405,1189228,1273148,1429114,1439555,1220861,1444205,1416013,1374364,1304853,1220927,1208360,1221282,1246873,1288113,1353356,1429350,1456765,12,2018,
2,1158432,1441567,1409899,1371135,1345689,1329928,1307667,1314944,1390448,1479045,1455001,1137882,1465624,1414011,1328697,1225877,1134895,1134165,1141684,1162132,1197530,1246332,1332241,1406133,12,2018,
3,1063412,1299212,1305916,1305999,1298561,1300529,1323049,1362285,1469880,1631822,1694098,1030860,1716684,1687741,1612507,1512782,1413591,1017452,1016570,979766,1066752,1233082,1297535,1281743,12,2018,
4,1354171,1561728,1510207,1484848,1445530,1423605,1407125,1418653,1507502,1629340,1674820,1344636,1695873,1671809,1639775,1530591,1422731,1339789,1348207,1389064,1485140,1657416,1680439,1610935,12,2018,
5,1371604,1594374,1583640,1552680,1531911,1570106,1578689,1599541,1652322,1699756,1722172,1367501,1720816,1695358,1643538,1539789,1447010,1375156,1386921,1426983,1476438,1622841,1641036,1623239,12,2018,
6,1405511,1646066,1573888,1519054,1483619,1442106,1421932,1437786,1543512,1672596,1723733,1402939,1767667,1773686,1755714,1672650,1616754,1421123,1446741,1513184,1620333,1758746,1765030,1732657,12,2018,
7,1578508,1649865,1616676,1571958,1552173,1523350,1515882,1488800,1538831,1593578,1573115,1568442,1560113,1540526,1516756,1440335,1338217,1552335,1554356,1576617,1608486,1697528,1701948,1690180,12,2018,
8,1273377,1466031,1432006,1373309,1270809,1209794,1163645,1172212,1241526,1379974,1388700,1234866,1368321,1352181,1329098,1256847,1170104,1215696,1228974,1233821,1243771,1315413,1392059,1460553,12,2018,
9,1076711,1336618,1328278,1294346,1279501,1263266,1255165,1261181,1314300,1405600,1420526,1070843,1419516,1398129,1318865,1190975,1111820,1055686,1042555,1055145,1077909,1138725,1240266,1303386,12,2018,
10,1050874,1322938,1293437,1264641,1240457,1210217,1211967,1204389,1280013,1385714,1435450,1027302,1434112,1420599,1342149,1225429,1117204,1002632,997056,1043381,1129809,1292361,1352286,1343855,12,2018,
11,1054660,1241601,1228892,1213814,1203457,1201664,1179122,1197061,1265129,1395645,1433242,1020566,1410139,1402424,1323535,1218856,1107512,1013775,1026710,1059054,1151529,1306334,1336269,1265125,12,2018,
12,1037680,1155361,1133877,1120234,1104334,1114321,1123840,1140527,1208537,1353977,1392771,1003663,1376256,1360236,1298188,1202257,1104551,985070,984485,1001876,1072439,1219229,1256680,1185791,12,2018,
13,1047450,1366518,1362620,1358842,1361231,1375007,1361018,1375692,1446806,1536962,1547052,1030877,1541371,1531570,1456693,1352986,1241059,1028937,1043980,1082183,1187587,1369765,1420416,1357043,12,2018,
14,1175512,1400832,1335321,1267067,1202786,1171678,1149699,1155498,1244585,1405873,1448545,1148489,1466105,1493574,1471191,1418009,1338786,1143718,1160760,1214728,1303956,1478388,1527828,1469011,12,2018,
15,1288095,1515179,1486930,1461506,1430204,1427825,1438940,1460335,1538007,1631986,1598091,1258072,1577836,1543685,1496819,1417483,1327643,1245221,1236047,1253848,1303318,1365864,1442562,1496449,12,2018,
16,1258880,1384556,1389752,1342292,1307630,1288045,1296285,1321399,1417044,1580968,1599142,1213113,1641160,1626520,1559515,1459674,1376397,1174926,1124694,1105948,1136050,1197116,1271720,1347444,12,2018,
17,1318431,1583448,1557393,1510837,1483377,1428728,1426172,1445489,1539102,1696917,1701327,1305815,1713448,1765480,1729095,1635686,1533168,1316851,1335612,1378204,1467621,1596800,1637673,1597338,12,2018,
18,1481182,1638986,1546009,1472602,1403932,1370225,1360636,1364623,1478544,1640743,1697325,1469790,1702107,1706490,1627445,1513162,1398058,1479255,1499069,1553911,1641212,1778336,1811424,1720661,12,2018,
19,1328663,1553592,1500638,1456722,1420668,1402271,1373535,1394770,1457824,1576281,1624606,1306521,1641607,1637857,1574370,1478168,1375421,1284221,1298313,1346357,1441312,1608879,1660636,1602204,12,2018,
20,1324952,1539571,1463428,1384611,1313140,1270058,1252382,1254216,1354849,1521222,1593477,1299010,1634441,1633945,1593663,1499174,1392930,1305384,1331247,1384310,1501288,1663616,1715732,1627800,12,2018,
21,1305040,1536396,1507842,1458706,1403290,1370860,1350348,1344668,1419127,1534413,1525279,1273164,1519531,1487922,1440326,1341135,1244060,1255308,1259862,1286322,1366101,1483202,1542192,1538641,12,2018,
22,1166404,1391628,1387891,1365366,1325441,1292120,1275397,1278676,1321058,1408678,1406834,1118456,1404895,1365204,1325594,1245533,1145901,1100691,1095034,1112663,1150824,1212051,1294629,1365206,12,2018,
23,1060210,1307077,1291573,1254790,1246635,1201539,1174668,1144601,1148277,1245276,1239050,1025935,1235867,1204530,1203253,1142411,1067458,991395,989807,995355,1014803,1067413,1163745,1263741,12,2018,
24,1012232,1333483,1291792,1237360,1183985,1137743,1108181,1112485,1161895,1259312,1265033,1001254,1276501,1268615,1261052,1227930,1156190,1004422,1021735,1061738,1112377,1208230,1298598,1352692,12,2018,
25,1092419,1293813,1221453,1165031,1103432,1041008,998737,985536,1020113,1141052,1195949,1064280,1240987,1261164,1255136,1213349,1150547,1051606,1057655,1081928,1123299,1194495,1287790,1339529,12,2018,
26,1115502,1456350,1467280,1462499,1455579,1441736,1421666,1412832,1461064,1547332,1564711,1102377,1536046,1521367,1442436,1343750,1243002,1112080,1130216,1166308,1182537,1249357,1325641,1411325,12,2018,
27,1186603,1343261,1290771,1234118,1198937,1187027,1161870,1157122,1212150,1352062,1408106,1151225,1411086,1428373,1375607,1296018,1195616,1143291,1156174,1189690,1250424,1336340,1394832,1407900,12,2018,
28,1167126,1459987,1408469,1359522,1327605,1299368,1302351,1310049,1378194,1456286,1466325,1143863,1424631,1410712,1346028,1261220,1159795,1142240,1165848,1218028,1301178,1409285,1481308,1486368,12,2018,
29,1084576,1234294,1239062,1225605,1189309,1157891,1131277,1129427,1158323,1290944,1315291,1028254,1297253,1277122,1243145,1192495,1128445,986332,972034,981028,998763,1045556,1102284,1176913,12,2018,
30,1071924,1401066,1398186,1385609,1370358,1365198,1350684,1358714,1402436,1479614,1478956,1044716,1460263,1418689,1353253,1275940,1183667,1034802,1054540,1091584,1128474,1184337,1262214,1360033,12,2018,
31,1115956,1336024,1279666,1240474,1186642,1133347,1069746,1062137,1129491,1296083,1378626,1078315,1356901,1347281,1310018,1273223,1226147,1076008,1085761,1124946,1184444,1281668,1351351,1362896,12,2018,
1,1187033,1189715,1209833,1212489,1195482,1168862,1144524,1164049,1239487,1422039,1493250,1149244,1503526,1495126,1449577,1374593,1300442,1116229,1095617,1094423,1104832,1123375,1142396,1175173,1,2019,
2,1320776,1789730,1792628,1749818,1726906,1682725,1657627,1672849,1744812,1878694,1936006,1326370,1941603,1971104,1945151,1841245,1759743,1344842,1390707,1461942,1590818,1738576,1766916,1778925,1,2019,
3,1718975,1864336,1802242,1732117,1681088,1626771,1600575,1604917,1693489,1870539,1932201,1725879,1960061,1987772,1975060,1883397,1806162,1737435,1714938,1769714,1848941,1992734,2002507,1935404,1,2019,
4,1774374,1851997,1744622,1681317,1586328,1522598,1495538,1496717,1562917,1639209,1693338,1769941,1730875,1741603,1688486,1616236,1518022,1792680,1812117,1871338,1953607,2071261,2070513,1983203,1,2019,
5,1456922,1605226,1529882,1474658,1405984,1349827,1337938,1350619,1419957,1518218,1539740,1429675,1504833,1490089,1410974,1332457,1244498,1423958,1427363,1455931,1500256,1569251,1640752,1635252,1,2019,
6,1176826,1397404,1337345,1267973,1216717,1177060,1130700,1103562,1154269,1278243,1313170,1145635,1328711,1297198,1230458,1155722,1068624,1127005,1125074,1147889,1175921,1222643,1292870,1375982,1,2019,
7,1013285,1271090,1237863,1198465,1173432,1154820,1139726,1128295,1164434,1277387,1341804,997769,1346759,1308798,1221987,1115645,1018150,988392,997468,1036231,1146970,1312382,1376799,1320255,1,2019,
8,952046,1240964,1216541,1194743,1161244,1120773,1118557,1118481,1154373,1293034,1352529,925619,1334491,1290528,1212673,1101970,998031,922577,936290,981162,1084758,1257956,1324982,1271428,1,2019,
9,934867,1182496,1166902,1150353,1131455,1122758,1113754,1119585,1156193,1281427,1335418,901490,1360540,1327806,1277148,1203810,1131584,889170,900369,926080,1012642,1179789,1238631,1194612,1,2019,
10,1095117,1454584,1413213,1366392,1340214,1326506,1323318,1347605,1436452,1521880,1551525,1090926,1532089,1516216,1434767,1328074,1223418,1101722,1125044,1180860,1310836,1494202,1574558,1525815,1,2019,
11,1153000,1334358,1309240,1275270,1219827,1186820,1153961,1139028,1175376,1290658,1344515,1114534,1321378,1311971,1270324,1209308,1131489,1108690,1099524,1130046,1214284,1348808,1397412,1348354,1,2019,
12,1073391,1369824,1340444,1297578,1247927,1201610,1179194,1177719,1228104,1350500,1399908,1048544,1394520,1371166,1343370,1285402,1251655,1037661,1044920,1072311,1125388,1203488,1297902,1375054,1,2019,
13,1210889,1495005,1405158,1340731,1325675,1339788,1331236,1348927,1390747,1473994,1513878,1193631,1515753,1510289,1446979,1367580,1285179,1207414,1222008,1253439,1301102,1367632,1457841,1519174,1,2019,
14,1238947,1564718,1517996,1468416,1439478,1407439,1406492,1437081,1509071,1634526,1702221,1233993,1715346,1694274,1627065,1530174,1456105,1239394,1260325,1299313,1412951,1590829,1658162,1598489,1,2019,
15,1407460,1624291,1653596,1629288,1597953,1574522,1562092,1575685,1652776,1802016,1877233,1391923,1893405,1847594,1759226,1668071,1571458,1397160,1423040,1474027,1564071,1709684,1743515,1672997,1,2019,
16,1517127,1682353,1594374,1529571,1468716,1431726,1399233,1406909,1489982,1651262,1732719,1502491,1758838,1723359,1656575,1556705,1469706,1499469,1516854,1558458,1666037,1841169,1860509,1772689,1,2019,
17,1417648,1671417,1687515,1696845,1680576,1659436,1651923,1643126,1681331,1748527,1769249,1402368,1746052,1674019,1578145,1466932,1378272,1400274,1399814,1430833,1523102,1635649,1699174,1684849,1,2019,
18,1335853,1592960,1524403,1440622,1380300,1324575,1296464,1298354,1342712,1473441,1550489,1315205,1569281,1565064,1539175,1474374,1394049,1309834,1329284,1362869,1450960,1562939,1655254,1646582,1,2019,
19,1340982,1596756,1567434,1529294,1496698,1486078,1474676,1502874,1511569,1567289,1587087,1313171,1601548,1584692,1536582,1481081,1423382,1297533,1292092,1295952,1331986,1397050,1481061,1569535,1,2019,
20,1386308,1839697,1815897,1797911,1772056,1730647,1695419,1695527,1733947,1849472,1931830,1388325,1931992,1957417,1947964,1908014,1848403,1396488,1439702,1485483,1546640,1619341,1737634,1835406,1,2019,
21,1828233,1991496,1945778,1845698,1739567,1682639,1645487,1638844,1667109,1778595,1884726,1829127,1902468,1914941,1890890,1827424,1747770,1834854,1859453,1925232,1978214,2049222,2108504,2068855,1,2019,
